antibodytarget,cellline,tissue,cid,compound,concentration,concordancetable,datasetid,factor,level1,level2,libraryid,lincspertid,nCtrSamples,nTrtSamples,peaktype,platform,signatureid,lincsSigID,organism,clueIoCompound,integratedMoas,GeneTargets,time,treatment,perturbagenID,stitchID,pubChemID,is_exemplar,pert_type
,PC3,prostate,cID_2243,triamterene,15.8uM,concordanceLib2,,perturbagen,triamterene_0.0000158,control,LIB_2,LSM-4060,12.0,2.0,,,CMAP_2243,,,,"Amiloride-sensitive sodium channel, ENaC blocker",SCNN1A|SCNN1B|SCNN1G,,triamterene,,CID5546,5546,,
,MCF7,breast,cID_225,genistein,"1uM,10uM",concordanceLib2,,perturbagen,"genistein_0.000001,0.00001",control,LIB_2,LSM-5549,45.0,11.0,,,CMAP_225,,,,Tyrosine kinase inhibitor,CFTR|ESR2,,genistein,,CID5280961,5280961,,
,MCF7,breast,cID_2325,budesonide,9.2uM,concordanceLib2,,perturbagen,budesonide_0.0000092,control,LIB_2,LSM-1472,11.0,2.0,,,CMAP_2325,,,,Glucocorticoid receptor agonist,NR3C1,,budesonide,,CID5281004,5281004,,
,PC3,prostate,cID_233,fludrocortisone,9.4uM,concordanceLib2,,perturbagen,fludrocortisone_0.0000094,control,LIB_2,LSM-1510,12.0,2.0,,,CMAP_233,,,,Glucocorticoid receptor agonist|Mineralocorticoid receptor agonist,NR3C2,,fludrocortisone,,CID6710659,6710659,,
,MCF7,breast,cID_2347,propafenone,10.6uM,concordanceLib2,,perturbagen,propafenone_0.0000106,control,LIB_2,LSM-1416,11.0,2.0,,,CMAP_2347,,,,Beta-1 adrenergic receptor antagonist|Beta-2 adrenergic receptor antagonist|Sodium channel alpha subunit blocker,ADRB1|ADRB2|KCNH2|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A,,propafenone,,CID4932,4932,,
,MCF7,breast,cID_2351,bromperidol,9.6uM,concordanceLib2,,perturbagen,bromperidol_0.0000096,control,LIB_2,LSM-5849,12.0,2.0,,,CMAP_2351,,,,Dopamine receptor antagonist,DRD2,,bromperidol,,CID2448,2448,,
,MCF7,breast,cID_2371,Prestwick-559,8.2uM,concordanceLib2,,perturbagen,Prestwick-559_0.0000082,control,LIB_2,LSM-5805,12.0,2.0,,,CMAP_2371,,,,,,,Prestwick-559,,,,,
,MCF7,breast,cID_2395,parthenolide,16.2uM,concordanceLib2,,perturbagen,parthenolide_0.0000162,control,LIB_2,LSM-43090,12.0,2.0,,,CMAP_2395,,,,NFkB pathway inhibitor,,,parthenolide,,CID7251185,7251185,,
,MCF7,breast,cID_2399,prenylamine,9.6uM,concordanceLib2,,perturbagen,prenylamine_0.0000096,control,LIB_2,LSM-4963,12.0,2.0,,,CMAP_2399,,,,Calcium channel blocker,,,prenylamine,,CID9801,9801,,
,MCF7,breast,cID_240,quercetin,11.8uM,concordanceLib2,,perturbagen,quercetin_0.0000118,control,LIB_2,LSM-4199,12.0,2.0,,,CMAP_240,,,,Polar auxin transport inhibitor,PIK3CG,,quercetin,,CID5280343,5280343,,
,MCF7,breast,cID_241,quercetin,"1uM,11.8uM",concordanceLib2,,perturbagen,"quercetin_0.000001,0.0000118",control,LIB_2,LSM-4199,19.0,4.0,,,CMAP_241,,,,Polar auxin transport inhibitor,PIK3CG,,quercetin,,CID5280343,5280343,,
,MCF7,breast,cID_2435,mometasone,7.6uM,concordanceLib2,,perturbagen,mometasone_0.0000076,control,LIB_2,LSM-3349,12.0,2.0,,,CMAP_2435,,,,Glucocorticoid receptor agonist,NR3C1,,mometasone,,CID441336,441336,,
,MCF7,breast,cID_2451,harmol,15.8uM,concordanceLib2,,perturbagen,harmol_0.0000158,control,LIB_2,LSM-6720,12.0,2.0,,,CMAP_2451,,,,,,,harmol,,CID6419938,6419938,,
,MCF7,breast,cID_2471,papaverine,10.6uM,concordanceLib2,,perturbagen,papaverine_0.0000106,control,LIB_2,LSM-2338,12.0,2.0,,,CMAP_2471,,,,Phosphodiesterase inhibitor,PDE10A,,papaverine,,CID4680,4680,,
,MCF7,breast,cID_248,fulvestrant,0.01uM,concordanceLib2,,perturbagen,fulvestrant_0.00000001,control,LIB_2,LSM-6504,37.0,7.0,,,CMAP_248,,,,Estrogen receptor antagonist,ESR1|ESR2,,fulvestrant,,CID104741,104741,,
,MCF7,breast,cID_2483,harmine,16uM,concordanceLib2,,perturbagen,harmine_0.000016,control,LIB_2,LSM-5451,12.0,2.0,,,CMAP_2483,,,,DYRK inhibitor,MAOA,,harmine,,CID5280953,5280953,,
,MCF7,breast,cID_2491,syrosingopine,6uM,concordanceLib2,,perturbagen,syrosingopine_0.000006,control,LIB_2,LSM-2297,12.0,2.0,,,CMAP_2491,,,,Vesicular monoamine transporter inhibitor,,,syrosingopine,,CID6769,6769,,
,MCF7,breast,cID_2495,dacarbazine,22uM,concordanceLib2,,perturbagen,dacarbazine_0.000022,control,LIB_2,LSM-5487,12.0,2.0,,,CMAP_2495,,,,DNA alkylating agent,,,dacarbazine,,CID5281007,5281007,,
,MCF7,breast,cID_2501,ellipticine,16.2uM,concordanceLib2,,perturbagen,ellipticine_0.0000162,control,LIB_2,LSM-4842,12.0,2.0,,,CMAP_2501,,,,Topoisomerase inhibitor,TOP2A|TOP2B,,ellipticine,,CID3213,3213,,
,MCF7,breast,cID_252,fulvestrant,1uM,concordanceLib2,,perturbagen,fulvestrant_0.000001,control,LIB_2,LSM-6504,49.0,14.0,,,CMAP_252,,,,Estrogen receptor antagonist,ESR1|ESR2,,fulvestrant,,CID104741,104741,,
,MCF7,breast,cID_2549,berberine,10.8uM,concordanceLib2,,perturbagen,berberine_0.0000108,control,LIB_2,LSM-6553,11.0,2.0,,,CMAP_2549,,,,,,,berberine,,CID2353,2353,,
,MCF7,breast,cID_255,fulvestrant,"0.01uM,1uM",concordanceLib2,,perturbagen,"fulvestrant_0.00000001,0.000001",control,LIB_2,LSM-6504,50.0,21.0,,,CMAP_255,,,,Estrogen receptor antagonist,ESR1|ESR2,,fulvestrant,,CID104741,104741,,
,MCF7,breast,cID_2577,(+)-chelidonine,10.8uM,concordanceLib2,,perturbagen,(+)-chelidonine_0.0000108,control,LIB_2,LSM-2715,12.0,2.0,,,CMAP_2577,,,,Tubulin inhibitor,,,(+)-chelidonine,,CID197810,197810,,
,MCF7,breast,cID_2585,vinburnine,13.6uM,concordanceLib2,,perturbagen,vinburnine_0.0000136,control,LIB_2,LSM-2891,11.0,2.0,,,CMAP_2585,,,,Adrenergic receptor antagonist,,,vinburnine,,CID71203,71203,,
,PC3,prostate,cID_2597,chloramphenicol,12.4uM,concordanceLib2,,perturbagen,chloramphenicol_0.0000124,control,LIB_2,LSM-5256,11.0,2.0,,,CMAP_2597,,,,Bacterial 70S ribosome inhibitor,,,chloramphenicol,,CID5959,5959,,
,MCF7,breast,cID_26,valproic acid,500uM,concordanceLib2,,perturbagen,valproic acid_0.0005,control,LIB_2,LSM-4620,37.0,7.0,,,CMAP_26,,,,Succinate semialdehyde dehydrogenase inhibitor,ABAT|ALDH5A1|HDAC1|SCN1A|SCN3A,,valproic acid,,CID3121,3121,,
,MCF7,breast,cID_2609,ursolic acid,8.8uM,concordanceLib2,,perturbagen,ursolic acid_0.0000088,control,LIB_2,LSM-4889,11.0,2.0,,,CMAP_2609,,,,11-beta hydroxysteroid dehydrogenase inhibitor|Acetylcholinesterase inhibitor|Caspase inhibitor|HIV protease inhibitor|Lipid peroxidase inhibitor|Quorum sensing signaling modulator|Steryl sulfatase inhibitor|Tyrosine phosphatase inhibitor|ATPase inhibitor|NFkB pathway inhibitor|STAT inhibitor,HSD11B1|PTPN1,,ursolic acid,,CID64945,64945,,
,MCF7,breast,cID_263,monastrol,"100uM,20uM",concordanceLib2,,perturbagen,"monastrol_0.0001,0.00002",control,LIB_2,LSM-1809,7.0,7.0,,,CMAP_263,,,,Kinesin inhibitor,KIF11,,monastrol,,CID2987927,2987927,,
,MCF7,breast,cID_2635,rescinnamine,6.4uM,concordanceLib2,,perturbagen,rescinnamine_0.0000064,control,LIB_2,LSM-42980,11.0,2.0,,,CMAP_2635,,,,Synaptic vesicular amine transporter inhibitor,ACE|SLC18A2,,rescinnamine,,CID5280954,5280954,,
,MCF7,breast,cID_2643,xylazine,18.2uM,concordanceLib2,,perturbagen,xylazine_0.0000182,control,LIB_2,LSM-2477,11.0,2.0,,,CMAP_2643,,,,Adrenergic receptor agonist,,,xylazine,,CID5707,5707,,
,MCF7,breast,cID_266,staurosporine,"1uM,0.1uM,0uM",concordanceLib2,,perturbagen,"staurosporine_0.000001,0.0000001,0.00000001",control,LIB_2,LSM-1103,3.0,3.0,,,CMAP_266,,,,PKC inhibitor,CDK2|GSK3B,,staurosporine,,CID44259,44259,,
,MCF7,breast,cID_2685,protoveratrine A,5uM,concordanceLib2,,perturbagen,protoveratrine A_0.000005,control,LIB_2,LSM-6392,10.0,2.0,,,CMAP_2685,,,,,,,protoveratrine A,,CID8931,8931,,
,MCF7,breast,cID_2689,emetine,7.2uM,concordanceLib2,,perturbagen,emetine_0.0000072,control,LIB_2,LSM-2041,11.0,2.0,,,CMAP_2689,,,,Protein synthesis inhibitor,RPS2,,emetine,,CID10219,10219,,
,HL60,haematopoietic and lymphoid tissue,cID_27,valproic acid,500uM,concordanceLib2,,perturbagen,valproic acid_0.0005,control,LIB_2,LSM-4620,17.0,3.0,,,CMAP_27,,,,Succinate semialdehyde dehydrogenase inhibitor,ABAT|ALDH5A1|HDAC1|SCN1A|SCN3A,,valproic acid,,CID3121,3121,,
,MCF7,breast,cID_2711,quinisocaine,13uM,concordanceLib2,,perturbagen,quinisocaine_0.000013,control,LIB_2,LSM-3647,11.0,2.0,,,CMAP_2711,,,,Local anesthetic,,,quinisocaine,,CID6857,6857,,
,MCF7,breast,cID_2715,solanine,4.6uM,concordanceLib2,,perturbagen,solanine_0.0000046,control,LIB_2,LSM-3583,11.0,2.0,,,CMAP_2715,,,,Acetylcholinesterase inhibitor,,,solanine,,CID9549171,9549171,,
,MCF7,breast,cID_273,acetylsalicylic acid,100uM,concordanceLib2,,perturbagen,acetylsalicylic acid_0.0001,control,LIB_2,LSM-5288,43.0,8.0,,,CMAP_273,,,,Cyclooxygenase inhibitor,PTGS1|PTGS2|TP53,,acetylsalicylic acid,,CID2244,2244,,
,MCF7,breast,cID_2733,hydroxyachillin,14.2uM,concordanceLib2,,perturbagen,hydroxyachillin_0.0000142,control,LIB_2,,11.0,2.0,,,CMAP_2733,,,,,,,hydroxyachillin,,CID6419904,6419904,,
,MCF7,breast,cID_2775,flunisolide,9.2uM,concordanceLib2,,perturbagen,flunisolide_0.0000092,control,LIB_2,LSM-3089,16.0,3.0,,,CMAP_2775,,,,Glucocorticoid receptor agonist,NR3C1,,flunisolide,,CID82153,82153,,
,PC3,prostate,cID_2776,flunisolide,9.2uM,concordanceLib2,,perturbagen,flunisolide_0.0000092,control,LIB_2,LSM-3089,12.0,2.0,,,CMAP_2776,,,,Glucocorticoid receptor agonist,NR3C1,,flunisolide,,CID82153,82153,,
,MCF7,breast,cID_2787,solasodine,9.6uM,concordanceLib2,,perturbagen,solasodine_0.0000096,control,LIB_2,LSM-6427,16.0,3.0,,,CMAP_2787,,,,,,,solasodine,,CID442985,442985,,
,PC3,prostate,cID_28,valproic acid,500uM,concordanceLib2,,perturbagen,valproic acid_0.0005,control,LIB_2,LSM-4620,12.0,2.0,,,CMAP_28,,,,Succinate semialdehyde dehydrogenase inhibitor,ABAT|ALDH5A1|HDAC1|SCN1A|SCN3A,,valproic acid,,CID3121,3121,,
,MCF7,breast,cID_2803,promazine,12.4uM,concordanceLib2,,perturbagen,promazine_0.0000124,control,LIB_2,LSM-2137,16.0,3.0,,,CMAP_2803,,,,Serotonin 2a (5-HT2a) receptor antagonist (Serotonin 2a|D2-like dopamine receptor antagonist,CHRM5|DRD2|DRD3|DRD4|HTR2A,,promazine,,CID4926,4926,,
,PC3,prostate,cID_2804,promazine,12.4uM,concordanceLib2,,perturbagen,promazine_0.0000124,control,LIB_2,LSM-2137,12.0,2.0,,,CMAP_2804,,,,Serotonin 2a (5-HT2a) receptor antagonist (Serotonin 2a|D2-like dopamine receptor antagonist,CHRM5|DRD2|DRD3|DRD4|HTR2A,,promazine,,CID4926,4926,,
,MCF7,breast,cID_2809,famprofazone,10.6uM,concordanceLib2,,perturbagen,famprofazone_0.0000106,control,LIB_2,LSM-4322,16.0,3.0,,,CMAP_2809,,,,Cyclooxygenase inhibitor,,,famprofazone,,CID3326,3326,,
,PC3,prostate,cID_2864,fludroxycortide,9.2uM,concordanceLib2,,perturbagen,fludroxycortide_0.0000092,control,LIB_2,LSM-1993,11.0,2.0,,,CMAP_2864,,,,Glucocorticoid receptor agonist,NR3C1,,fludroxycortide,,CID15209,15209,,
,MCF7,breast,cID_287,monorden,0.1uM,concordanceLib2,,perturbagen,monorden_0.0000001,control,LIB_2,LSM-43318,57.0,12.0,,,CMAP_287,,,,,,,monorden,,CID6323491,6323491,,
,PC3,prostate,cID_2870,halcinonide,8.8uM,concordanceLib2,,perturbagen,halcinonide_0.0000088,control,LIB_2,LSM-3832,11.0,2.0,,,CMAP_2870,,,,Glucocorticoid receptor agonist,NR3C1,,halcinonide,,CID443943,443943,,
,HL60,haematopoietic and lymphoid tissue,cID_288,monorden,0.1uM,concordanceLib2,,perturbagen,monorden_0.0000001,control,LIB_2,LSM-43318,18.0,4.0,,,CMAP_288,,,,,,,monorden,,CID6323491,6323491,,
,PC3,prostate,cID_289,monorden,0.1uM,concordanceLib2,,perturbagen,monorden_0.0000001,control,LIB_2,LSM-43318,15.0,5.0,,,CMAP_289,,,,,,,monorden,,CID6323491,6323491,,
,MCF7,breast,cID_2891,acacetin,14uM,concordanceLib2,,perturbagen,acacetin_0.000014,control,LIB_2,LSM-6662,16.0,3.0,,,CMAP_2891,,,,,,,acacetin,,CID5280442,5280442,,
,PC3,prostate,cID_2892,acacetin,14uM,concordanceLib2,,perturbagen,acacetin_0.000014,control,LIB_2,LSM-6662,12.0,2.0,,,CMAP_2892,,,,,,,acacetin,,CID5280442,5280442,,
,MCF7,breast,cID_2897,methylbenzethonium chloride,8.6uM,concordanceLib2,,perturbagen,methylbenzethonium chloride_0.0000086,control,LIB_2,LSM-5574,16.0,3.0,,,CMAP_2897,,,,,,,methylbenzethonium chloride,,CID4135,4135,,
,PC3,prostate,cID_2898,methylbenzethonium chloride,8.6uM,concordanceLib2,,perturbagen,methylbenzethonium chloride_0.0000086,control,LIB_2,LSM-5574,12.0,2.0,,,CMAP_2898,,,,,,,methylbenzethonium chloride,,CID4135,4135,,
,MCF7,breast,cID_2909,helveticoside,7.4uM,concordanceLib2,,perturbagen,helveticoside_0.0000074,control,LIB_2,LSM-42700,16.0,3.0,,,CMAP_2909,,,,,,,helveticoside,,CID441860,441860,,
,PC3,prostate,cID_2910,helveticoside,7.4uM,concordanceLib2,,perturbagen,helveticoside_0.0000074,control,LIB_2,LSM-42700,12.0,2.0,,,CMAP_2910,,,,,,,helveticoside,,CID441860,441860,,
,MCF7,breast,cID_2915,lanatoside C,4uM,concordanceLib2,,perturbagen,lanatoside C_0.000004,control,LIB_2,LSM-5496,16.0,3.0,,,CMAP_2915,,,,Cardiac glycoside,,,lanatoside C,,CID73707447,73707447,,
,PC3,prostate,cID_2916,lanatoside C,4uM,concordanceLib2,,perturbagen,lanatoside C_0.000004,control,LIB_2,LSM-5496,12.0,2.0,,,CMAP_2916,,,,Cardiac glycoside,,,lanatoside C,,CID73707447,73707447,,
,MCF7,breast,cID_2921,beta-escin,3.2uM,concordanceLib2,,perturbagen,beta-escin_0.0000032,control,LIB_2,LSM-43314,16.0,3.0,,,CMAP_2921,,,,,,,beta-escin,,CID16211024,16211024,,
,PC3,prostate,cID_2922,beta-escin,3.2uM,concordanceLib2,,perturbagen,beta-escin_0.0000032,control,LIB_2,LSM-43314,12.0,2.0,,,CMAP_2922,,,,,,,beta-escin,,CID16211024,16211024,,
,MCF7,breast,cID_2927,lycorine,12.4uM,concordanceLib2,,perturbagen,lycorine_0.0000124,control,LIB_2,LSM-6387,16.0,3.0,,,CMAP_2927,,,,,,,lycorine,,CID164943,164943,,
,MCF7,breast,cID_2931,ethotoin,19.6uM,concordanceLib2,,perturbagen,ethotoin_0.0000196,control,LIB_2,LSM-1440,16.0,3.0,,,CMAP_2931,,,,Sodium channel alpha subunit blocker,SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A,,ethotoin,,CID3292,3292,,
,MCF7,breast,cID_2937,chlorcyclizine,11.8uM,concordanceLib2,,perturbagen,chlorcyclizine_0.0000118,control,LIB_2,LSM-5088,16.0,3.0,,,CMAP_2937,,,,Histamine receptor antagonist,HRH1,,chlorcyclizine,,CID2710,2710,,
,PC3,prostate,cID_2938,chlorcyclizine,11.8uM,concordanceLib2,,perturbagen,chlorcyclizine_0.0000118,control,LIB_2,LSM-5088,12.0,2.0,,,CMAP_2938,,,,Histamine receptor antagonist,HRH1,,chlorcyclizine,,CID2710,2710,,
,MCF7,breast,cID_295,sirolimus,0.1uM,concordanceLib2,,perturbagen,sirolimus_0.0000001,control,LIB_2,LSM-42782,51.0,25.0,,,CMAP_295,,,,FK506-binding protein 1A inhibitor,FKBP1A|MTOR,,sirolimus,,CID5284616,5284616,,
,MCF7,breast,cID_2953,benzamil,11.2uM,concordanceLib2,,perturbagen,benzamil_0.0000112,control,LIB_2,LSM-3945,17.0,3.0,,,CMAP_2953,,,,Sodium channel blocker,PKD2L1|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC8A1,,benzamil,,CID108107,108107,,
,PC3,prostate,cID_2954,benzamil,11.2uM,concordanceLib2,,perturbagen,benzamil_0.0000112,control,LIB_2,LSM-3945,11.0,2.0,,,CMAP_2954,,,,Sodium channel blocker,PKD2L1|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC8A1,,benzamil,,CID108107,108107,,
,HL60,haematopoietic and lymphoid tissue,cID_296,sirolimus,0.1uM,concordanceLib2,,perturbagen,sirolimus_0.0000001,control,LIB_2,LSM-42782,18.0,10.0,,,CMAP_296,,,,FK506-binding protein 1A inhibitor,FKBP1A|MTOR,,sirolimus,,CID5284616,5284616,,
,MCF7,breast,cID_2965,gossypol,7.8uM,concordanceLib2,,perturbagen,gossypol_0.0000078,control,LIB_2,LSM-6229,17.0,3.0,,,CMAP_2965,,,,BCL inhibitor|MCL1 inhibitor,BCL2|BCL2L1|MCL1,,gossypol,,CID3503,3503,,
,PC3,prostate,cID_2966,gossypol,7.8uM,concordanceLib2,,perturbagen,gossypol_0.0000078,control,LIB_2,LSM-6229,11.0,2.0,,,CMAP_2966,,,,BCL inhibitor|MCL1 inhibitor,BCL2|BCL2L1|MCL1,,gossypol,,CID3503,3503,,
,PC3,prostate,cID_297,sirolimus,0.1uM,concordanceLib2,,perturbagen,sirolimus_0.0000001,control,LIB_2,LSM-42782,14.0,8.0,,,CMAP_297,,,,FK506-binding protein 1A inhibitor,FKBP1A|MTOR,,sirolimus,,CID5284616,5284616,,
,MCF7,breast,cID_30,valproic acid,200uM,concordanceLib2,,perturbagen,valproic acid_0.0002,control,LIB_2,LSM-4620,36.0,6.0,,,CMAP_30,,,,Succinate semialdehyde dehydrogenase inhibitor,ABAT|ALDH5A1|HDAC1|SCN1A|SCN3A,,valproic acid,,CID3121,3121,,
,PC3,prostate,cID_3008,griseofulvin,11.2uM,concordanceLib2,,perturbagen,griseofulvin_0.0000112,control,LIB_2,LSM-5259,11.0,2.0,,,CMAP_3008,,,,Tubulin inhibitor,,,griseofulvin,,CID441140,441140,,
,MCF7,breast,cID_3013,dilazep,6uM,concordanceLib2,,perturbagen,dilazep_0.000006,control,LIB_2,LSM-3068,11.0,2.0,,,CMAP_3013,,,,Adenosine reuptake inhibitor,SLC29A1,,dilazep,,CID3074,3074,,
,PC3,prostate,cID_3014,dilazep,6uM,concordanceLib2,,perturbagen,dilazep_0.000006,control,LIB_2,LSM-3068,11.0,2.0,,,CMAP_3014,,,,Adenosine reuptake inhibitor,SLC29A1,,dilazep,,CID3074,3074,,
,PC3,prostate,cID_3038,metaraminol,8.6uM,concordanceLib2,,perturbagen,metaraminol_0.0000086,control,LIB_2,LSM-6000,11.0,2.0,,,CMAP_3038,,,,Adrenergic receptor alpha-1 agonist,ADRA1A|ADRA1B|ADRA1D,,metaraminol,,CID5906,5906,,
,MCF7,breast,cID_3043,kawain,17.4uM,concordanceLib2,,perturbagen,kawain_0.0000174,control,LIB_2,LSM-42869,11.0,2.0,,,CMAP_3043,,,,Calcium channel modulator|MTOR inhibitor|Sodium channel blocker,MTOR,,kawain,,CID5281565,5281565,,
,MCF7,breast,cID_3049,mebendazole,13.6uM,concordanceLib2,,perturbagen,mebendazole_0.0000136,control,LIB_2,LSM-3749,11.0,2.0,,,CMAP_3049,,,,Tubulin inhibitor,,,mebendazole,,CID4030,4030,,
,PC3,prostate,cID_3050,mebendazole,13.6uM,concordanceLib2,,perturbagen,mebendazole_0.0000136,control,LIB_2,LSM-3749,11.0,2.0,,,CMAP_3050,,,,Tubulin inhibitor,,,mebendazole,,CID4030,4030,,
,MCF7,breast,cID_307,trichostatin A,0.1uM,concordanceLib2,,perturbagen,trichostatin A_0.0000001,control,LIB_2,LSM-43005,386.0,69.0,,,CMAP_307,,,,HDAC inhibitor|CDK expression enhancer|ID1 expression inhibitor,HDAC1|HDAC10|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8,,trichostatin A,,CID444732,444732,,
,HL60,haematopoietic and lymphoid tissue,cID_308,trichostatin A,0.1uM,concordanceLib2,,perturbagen,trichostatin A_0.0000001,control,LIB_2,LSM-43005,172.0,31.0,,,CMAP_308,,,,HDAC inhibitor|CDK expression enhancer|ID1 expression inhibitor,HDAC1|HDAC10|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8,,trichostatin A,,CID444732,444732,,
,PC3,prostate,cID_3086,salbutamol,16.8uM,concordanceLib2,,perturbagen,salbutamol_0.0000168,control,LIB_2,LSM-5178,11.0,2.0,,,CMAP_3086,,,,Beta-2 adrenergic receptor agonist,ADRB2,,salbutamol,,CID2083,2083,,
,PC3,prostate,cID_309,trichostatin A,0.1uM,concordanceLib2,,perturbagen,trichostatin A_0.0000001,control,LIB_2,LSM-43005,221.0,39.0,,,CMAP_309,,,,HDAC inhibitor|CDK expression enhancer|ID1 expression inhibitor,HDAC1|HDAC10|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8,,trichostatin A,,CID444732,444732,,
,HL60,haematopoietic and lymphoid tissue,cID_31,valproic acid,200uM,concordanceLib2,,perturbagen,valproic acid_0.0002,control,LIB_2,LSM-4620,17.0,3.0,,,CMAP_31,,,,Succinate semialdehyde dehydrogenase inhibitor,ABAT|ALDH5A1|HDAC1|SCN1A|SCN3A,,valproic acid,,CID3121,3121,,
,MCF7,breast,cID_311,trichostatin A,1uM,concordanceLib2,,perturbagen,trichostatin A_0.000001,control,LIB_2,LSM-43005,68.0,23.0,,,CMAP_311,,,,HDAC inhibitor|CDK expression enhancer|ID1 expression inhibitor,HDAC1|HDAC10|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8,,trichostatin A,,CID444732,444732,,
,HL60,haematopoietic and lymphoid tissue,cID_312,trichostatin A,1uM,concordanceLib2,,perturbagen,trichostatin A_0.000001,control,LIB_2,LSM-43005,17.0,3.0,,,CMAP_312,,,,HDAC inhibitor|CDK expression enhancer|ID1 expression inhibitor,HDAC1|HDAC10|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8,,trichostatin A,,CID444732,444732,,
,PC3,prostate,cID_313,trichostatin A,1uM,concordanceLib2,,perturbagen,trichostatin A_0.000001,control,LIB_2,LSM-43005,26.0,16.0,,,CMAP_313,,,,HDAC inhibitor|CDK expression enhancer|ID1 expression inhibitor,HDAC1|HDAC10|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8,,trichostatin A,,CID444732,444732,,
,MCF7,breast,cID_314,trichostatin A,"0.1uM,1uM",concordanceLib2,,perturbagen,"trichostatin A_0.0000001,0.000001",control,LIB_2,LSM-43005,412.0,92.0,,,CMAP_314,,,,HDAC inhibitor|CDK expression enhancer|ID1 expression inhibitor,HDAC1|HDAC10|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8,,trichostatin A,,CID444732,444732,,
,HL60,haematopoietic and lymphoid tissue,cID_315,trichostatin A,"0.1uM,1uM",concordanceLib2,,perturbagen,"trichostatin A_0.0000001,0.000001",control,LIB_2,LSM-43005,172.0,34.0,,,CMAP_315,,,,HDAC inhibitor|CDK expression enhancer|ID1 expression inhibitor,HDAC1|HDAC10|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8,,trichostatin A,,CID444732,444732,,
,MCF7,breast,cID_3159,camptothecin,11.4uM,concordanceLib2,,perturbagen,camptothecin_0.0000114,control,LIB_2,LSM-4611,11.0,2.0,,,CMAP_3159,,,,Topoisomerase inhibitor,TOP1,,camptothecin,,CID24360,24360,,
,PC3,prostate,cID_316,trichostatin A,"0.1uM,1uM",concordanceLib2,,perturbagen,"trichostatin A_0.0000001,0.000001",control,LIB_2,LSM-43005,235.0,55.0,,,CMAP_316,,,,HDAC inhibitor|CDK expression enhancer|ID1 expression inhibitor,HDAC1|HDAC10|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8,,trichostatin A,,CID444732,444732,,
,MCF7,breast,cID_3193,flutamide,14.4uM,concordanceLib2,,perturbagen,flutamide_0.0000144,control,LIB_2,LSM-2621,11.0,2.0,,,CMAP_3193,,,,Androgen Receptor antagonist,AR,,flutamide,,CID3397,3397,,
,PC3,prostate,cID_3199,fenbendazole,13.4uM,concordanceLib2,,perturbagen,fenbendazole_0.0000134,control,LIB_2,LSM-3134,12.0,2.0,,,CMAP_3199,,,,Tubulin inhibitor,TUBB,,fenbendazole,,CID3334,3334,,
,MCF7,breast,cID_3231,trazodone,9.8uM,concordanceLib2,,perturbagen,trazodone_0.0000098,control,LIB_2,LSM-3580,12.0,2.0,,,CMAP_3231,,,,Serotonin transporter inhibitor|Serotonin 2a (5-HT2a) receptor antagonist (Serotonin 2a|Serotonin 2c (5-HT2c) receptor antagonist (Serotonin 2c,HTR2A|HTR2C|SLC6A4,,trazodone,,CID5533,5533,,
,MCF7,breast,cID_3239,flunarizine,8.4uM,concordanceLib2,,perturbagen,flunarizine_0.0000084,control,LIB_2,LSM-42878,11.0,2.0,,,CMAP_3239,,,,Calcium channel blocker,CACNA1G|CACNA1H,,flunarizine,,CID941361,941361,,
,MCF7,breast,cID_3253,cortisone,11uM,concordanceLib2,,perturbagen,cortisone_0.000011,control,LIB_2,LSM-2965,12.0,2.0,,,CMAP_3253,,,,Glucocorticoid receptor agonist,,,cortisone,,CID222786,222786,,
,MCF7,breast,cID_3257,homochlorcyclizine,10.4uM,concordanceLib2,,perturbagen,homochlorcyclizine_0.0000104,control,LIB_2,LSM-1394,12.0,2.0,,,CMAP_3257,,,,Antihistamine,HRH1,,homochlorcyclizine,,CID3627,3627,,
,MCF7,breast,cID_3273,nortriptyline,13.4uM,concordanceLib2,,perturbagen,nortriptyline_0.0000134,control,LIB_2,LSM-4039,12.0,2.0,,,CMAP_3273,,,,Serotonin transporter inhibitor|Norepinephrine transporter inhibitor,KCNJ10|SLC6A2|SLC6A4,,nortriptyline,,CID4543,4543,,
